date,daily_excess_return,cumulative_excess_return
2022-01-04,0.0006712675094604492,0.0006712675094604492
2022-01-05,0.012531061129687278,0.013202328639147727
2022-01-06,0.0005814442806049739,0.0137837729197527
2022-01-07,0.005295048273613199,0.0190788211933659
2022-01-10,0.0014843139726412756,0.020563135166007173
2022-01-11,0.007230696991639556,0.02779383215764673
2022-01-12,-0.0065437495641813065,0.021250082593465423
2022-01-13,0.007362180210170776,0.0286122628036362
2022-01-14,-0.010951150496142216,0.01766111230749398
2022-01-17,-0.0030196004032456546,0.014641511904248327
2022-01-18,-0.0005953062723498619,0.014046205631898465
2022-01-19,0.002731549495084736,0.0167777551269832
2022-01-20,0.007040201043869512,0.02381795617085271
2022-01-21,0.002397684063606366,0.02621564023445908
2022-01-24,-0.009152872782103026,0.017062767452356055
2022-01-25,0.0011476069926823359,0.01821037444503839
2022-01-26,-2.100601049334771e-05,0.018189368434545043
2022-01-27,0.004301719177498867,0.02249108761204391
2022-01-28,0.010904718669610323,0.03339580628165423
2022-02-07,0.005550416450686666,0.03894622273234089
2022-02-08,0.0087889767498256,0.04773519948216649
2022-02-09,-0.004962692638054939,0.04277250684411155
2022-02-10,0.003051439040388027,0.04582394588449958
2022-02-11,0.004145649876155613,0.0499695957606552
2022-02-14,0.003482943771554561,0.053452539532209756
2022-02-15,-0.006299138230442797,0.047153401301766956
2022-02-16,0.00317453058389391,0.05032793188566086
2022-02-17,-0.007153322266602354,0.04317460961905851
2022-02-18,-6.556359111326338e-05,0.04310904602794525
2022-02-21,-0.00033416406578372446,0.042774881962161525
2022-02-22,0.0009592016851124417,0.043734083647273964
2022-02-23,-0.009464596351906017,0.03426948729536795
2022-02-24,-0.005387963165806784,0.028881524129561163
2022-02-25,-0.001784169083193973,0.02709735504636719
2022-02-28,-0.0051152138993358735,0.021982141147031318
2022-03-01,0.0013346698241803675,0.023316810971211684
2022-03-02,0.005605158181101481,0.028921969152313164
2022-03-03,0.012271458298093828,0.041193427450406994
2022-03-04,0.0021675077605821003,0.0433609352109891
2022-03-07,0.004504687720089254,0.04786562293107835
2022-03-08,-0.0012206388669986031,0.04664498406407975
2022-03-09,-0.007561276895752942,0.039083707168326806
2022-03-10,0.0009771405740565135,0.04006084774238332
2022-03-11,0.0019494323688453881,0.042010280111228704
2022-03-14,0.004029853735201404,0.04604013384643011
2022-03-15,-0.0008146721635138891,0.04522546168291622
2022-03-16,7.680933381226014e-05,0.04530227101672848
2022-03-17,-0.007738929341147164,0.03756334167558131
2022-03-18,0.002614686813441718,0.04017802848902303
2022-03-21,0.0009430181271553446,0.041121046616178374
2022-03-22,0.0037032283905272514,0.044824275006705626
2022-03-23,-0.004497001551132839,0.040327273455572785
2022-03-24,-0.002832439413897832,0.03749483404167495
2022-03-25,0.00972381546346272,0.04721864950513767
2022-03-28,0.006589533909237698,0.05380818341437537
2022-03-29,-0.005498558123655866,0.048309625290719506
2022-03-30,-0.0022909318883115714,0.04601869340240793
2022-03-31,0.012609358435125718,0.058628051837533654
2022-04-01,0.007293028149673397,0.06592107998720705
2022-04-06,0.01552097666193529,0.08144205664914234
2022-04-07,0.00153759917045389,0.08297965581959622
2022-04-08,0.000437684033550437,0.08341733985314666
2022-04-11,0.008781785290845877,0.09219912514399253
2022-04-12,0.005338710337401022,0.09753783548139355
2022-04-13,0.002274332851611683,0.09981216833300524
2022-04-14,-0.0063573673031400045,0.09345480102986524
2022-04-15,0.004270351783084299,0.09772515281294954
2022-04-18,0.002469792824807381,0.10019494563775692
2022-04-19,0.002561890674412552,0.10275683631216948
2022-04-20,0.008571169491078954,0.11132800580324843
2022-04-21,0.0009885153124676832,0.11231652111571612
2022-04-22,-6.039455166593775e-05,0.11225612656405018
2022-04-25,0.008491451544141824,0.120747578108192
2022-04-26,-0.006470069744171962,0.11427750836402004
2022-04-27,-0.0023335712064584983,0.11194393715756154
2022-04-28,-0.0035616353336093034,0.10838230182395224
2022-04-29,0.004118646368110043,0.11250094819206229
2022-05-05,-0.0030460945846695346,0.10945485360739275
2022-05-06,0.0015486060950306811,0.11100345970242344
2022-05-09,0.011887454613244797,0.12289091431566823
2022-05-10,-0.00018321185893993872,0.1227077024567283
2022-05-11,-0.005915446189268645,0.11679225626745965
2022-05-12,0.006184192083329333,0.12297644835078898
2022-05-13,-3.6357268701478756e-05,0.1229400910820875
2022-05-16,0.002872235480750994,0.1258123265628385
2022-05-17,-0.003988251165515345,0.12182407539732315
2022-05-18,0.0015952345473724218,0.12341930994469558
2022-05-19,-0.0032885932561787824,0.1201307166885168
2022-05-20,-0.002990613259385313,0.11714010342913149
2022-05-23,-0.0005847852271881082,0.11655531820194338
2022-05-24,0.004925976316090928,0.12148129451803431
2022-05-25,0.00591161068997286,0.12739290520800717
2022-05-26,0.003969775509188269,0.13136268071719542
2022-05-27,0.0021392603126994037,0.13350194102989482
2022-05-30,0.0036874373013501367,0.13718937833124495
2022-05-31,-0.0014879089104331983,0.13570146942081174
2022-06-01,0.0030978872584323277,0.13879935667924406
2022-06-02,-0.006173426858937865,0.1326259298203062
2022-06-06,-0.012220330394909667,0.12040559942539653
2022-06-07,-0.0010342711389581714,0.11937132828643836
2022-06-08,-0.00218951224790676,0.1171818160385316
2022-06-09,0.005858948874500464,0.12304076491303206
2022-06-10,-0.002136755290126775,0.12090400962290529
2022-06-13,-0.004339854521336961,0.11656415510156833
2022-06-14,0.0013948962296643423,0.11795905133123266
2022-06-15,0.008046326688566715,0.12600537801979939
2022-06-16,-0.0032796421433695508,0.12272573587642983
2022-06-17,-0.009759005283136354,0.11296673059329349
2022-06-20,0.0013425345823830858,0.11430926517567658
2022-06-21,0.005598645266970664,0.11990791044264724
2022-06-22,-0.001174505105856912,0.11873340533679033
2022-06-23,-0.00431283836085281,0.11442056697593753
2022-06-24,-0.006328877310195522,0.10809168966574201
2022-06-27,-0.0031413944257095493,0.10495029524003247
2022-06-28,-0.0007928660825466496,0.10415742915748581
2022-06-29,0.012035759931393402,0.11619318908887921
2022-06-30,-0.008509535514070748,0.10768365357480847
2022-07-01,0.0036439232007005684,0.11132757677550904
2022-07-04,-0.0033071922170329346,0.10802038455847611
2022-07-05,-0.0008843024653166023,0.1071360820931595
2022-07-06,-0.00015157840457651452,0.10698450368858299
2022-07-07,-0.002914838770706453,0.10406966491787653
2022-07-08,0.006386276304162102,0.11045594122203864
2022-07-11,0.005215052488526648,0.11567099371056529
2022-07-12,0.0014961590318578906,0.11716715274242318
2022-07-13,0.000456357145525395,0.11762350988794858
2022-07-14,-0.0063403693920520855,0.1112831404958965
2022-07-15,-0.00023366399332904066,0.11104947650256745
2022-07-18,0.0018841630518795038,0.11293363955444696
2022-07-19,0.006535281764095013,0.11946892131854198
2022-07-20,-0.0009193594148205234,0.11854956190372146
2022-07-21,0.004853631082464881,0.12340319298618634
2022-07-22,0.0041061511205871155,0.12750934410677345
2022-07-25,0.0068971563778619975,0.13440650048463545
2022-07-26,-0.005151738768991264,0.12925476171564418
2022-07-27,-0.004973596796223956,0.12428116491942022
2022-07-28,0.0011493608374128436,0.12543052575683306
2022-07-29,0.00036958222899888705,0.12580010798583194
2022-08-01,-0.010125327625426846,0.1156747803604051
2022-08-02,-0.0019251847975368685,0.11374959556286823
2022-08-03,-0.0011691392925629927,0.11258045627030525
2022-08-04,0.00344063312656249,0.11602108939686774
2022-08-05,-0.001566856778204706,0.11445423261866304
2022-08-08,-0.007228218520765425,0.10722601409789762
2022-08-09,-0.002818315115865696,0.10440769898203192
2022-08-10,-0.001140456804068699,0.10326724217796322
2022-08-11,0.002485082154246387,0.10575232433220962
2022-08-12,0.007081291977691241,0.11283361630990085
2022-08-15,-0.006056351709002546,0.10677726460089831
2022-08-16,-0.0025222610100553117,0.104255003590843
2022-08-17,0.0007184994015593013,0.1049735029924023
2022-08-18,-0.00453575607936675,0.10043774691303554
2022-08-19,0.010391769548966841,0.11082951646200238
2022-08-22,-0.00431135752422518,0.1065181589377772
2022-08-23,0.00023288774454009652,0.1067510466823173
2022-08-24,0.011906873235623174,0.11865791991794047
2022-08-25,0.005595311398673033,0.1242532313166135
2022-08-26,0.004863898870199973,0.12911713018681348
2022-08-29,0.002562520958985782,0.13167965114579927
2022-08-30,0.009111919405367952,0.14079157055116723
2022-08-31,0.011775904499075968,0.1525674750502432
2022-09-01,0.0018508086369922318,0.15441828368723542
2022-09-02,0.0011649625582285416,0.15558324624546396
2022-09-05,-0.0004633914832719128,0.15511985476219206
2022-09-06,-0.0056851915209025486,0.1494346632412895
2022-09-07,-0.0041518203919272585,0.14528284284936224
2022-09-08,0.0007807917629809789,0.14606363461234323
2022-09-09,0.0003542685560906127,0.14641790316843384
2022-09-13,0.0016725149943099583,0.1480904181627438
2022-09-14,-0.0011696346000192462,0.14692078356272453
2022-09-15,0.01047493043200128,0.15739571399472582
2022-09-16,-0.0029258263512911766,0.15446988764343464
2022-09-19,-0.0032003320295927607,0.15126955561384187
2022-09-20,-0.003066908980179876,0.14820264663366198
2022-09-21,0.00458222080798645,0.15278486744164843
2022-09-22,-0.0030341615977398217,0.14975070584390862
2022-09-23,0.0030198235643885594,0.1527705294082972
2022-09-26,-0.005716770182349569,0.14705375922594763
2022-09-27,-0.0012829691287781384,0.14577079009716948
2022-09-28,0.004054877861456418,0.1498256679586259
2022-09-29,-0.005318017144511442,0.14450765081411446
2022-09-30,0.005988931464903988,0.15049658227901844
2022-10-10,0.004578610331954238,0.15507519261097266
2022-10-11,0.002622092501478492,0.15769728511245115
2022-10-12,0.003934451926147711,0.16163173703859887
